PC6,Aantal Huishoudens,Aantal Inwoners,AVG_GEVOELIG
1033SZ,Onbekend,Onbekend,True
1033TB,Onbekend,Onbekend,True
1033TC,10,15,True
1033TD,30,40,False
1033TE,25,30,False
1033TG,15,20,False
1033TH,15,30,False
1033TJ,20,40,False
1033TK,10,15,True
1033TL,15,25,False
1033TM,10,25,True
1033TN,15,20,False
1033TP,10,25,True
1033TR,Onbekend,15,True
1033TS,Onbekend,5,True
1033TT,10,25,True
1033TV,10,25,True
1033TW,10,10,True
1033TX,20,25,False
1033TZ,20,35,False
1033VA,20,40,False
1033VB,15,30,False
1033VC,10,20,True
1033VD,20,40,False
1033VE,25,40,False
1033VG,10,15,True
1033VH,15,25,False
1033VJ,15,20,False
1033VK,15,35,False
1033VL,15,35,False
1033VM,15,30,False
1033VN,10,15,True
1033VP,25,55,False
1033VR,10,25,True
1033VS,10,30,True
1033VT,15,35,False
1033VV,15,30,False
1033VW,15,25,False
1033VX,10,25,True
1033VZ,15,35,False
1033WB,Onbekend,Onbekend,True
1033WC,Onbekend,Onbekend,True
1033WD,30,60,False
1033WE,20,40,False
1033WG,50,90,False
1033WH,25,30,False
1033WJ,10,25,True
1033WK,40,65,False
1033WL,20,30,False
1033WM,Onbekend,Onbekend,True
1033WN,15,35,False
1033WP,15,45,False
1033WR,15,45,False
1033WS,Onbekend,Onbekend,True
1033WT,5,15,True
1033WV,10,35,True
1033WW,Onbekend,Onbekend,True
1033WX,20,25,False
1033WZ,20,25,False
1033XA,15,30,False
1033XB,10,15,True
1033XC,15,35,False
1033XD,10,25,True
1033XE,20,35,False
1033XG,10,20,True
1033XH,10,15,True
1033XJ,Onbekend,Onbekend,True
1033XK,20,30,False
1033XL,25,30,False
1033XM,10,20,True
1033XN,20,55,False
1033XP,20,40,False
1033XR,10,20,True
1033XS,10,20,True
1033XT,10,15,True
1033XV,25,60,False
1033XW,15,40,False
1033XX,20,40,False
1033XZ,10,20,True
1033ZA,15,25,False
1033ZB,15,25,False
1033ZC,15,20,False
1033ZD,15,20,False
1033ZE,15,25,False
1033ZG,30,40,False
1033ZH,25,40,False
1033ZJ,15,20,False
1033ZK,5,15,True
1033ZL,15,35,False
1033ZM,10,25,True
1033ZN,25,45,False
1033ZP,30,40,False
1033ZR,20,45,False
1033ZS,25,60,False
1033ZT,25,60,False
1033ZV,25,65,False
1033ZW,20,55,False
1033ZX,25,60,False
1033ZZ,20,45,False
1034AA,5,10,True
1034AB,50,100,False
1034AC,15,20,False
1034BB,15,40,False
1034BC,15,50,False
1034BD,15,45,False
1034BE,30,100,False
1034BG,30,90,False
1034BK,10,40,True
1034BL,125,220,False
1034BM,305,475,False
1034BN,25,40,False
1034BP,10,10,True
1034BR,5,10,True
1034BS,40,70,False
1034BT,30,45,False
1034BV,25,40,False
1034BW,15,35,False
1034BX,25,50,False
1034CA,30,55,False
1034CB,20,35,False
1034CC,15,35,False
1034CD,25,40,False
1034CE,20,40,False
1034CG,30,55,False
1034CH,25,50,False
1034CK,30,50,False
1034CL,20,40,False
1034CM,40,75,False
1034CN,35,50,False
1034CR,115,155,False
1034CS,Onbekend,Onbekend,True
1034DA,60,75,False
1034DB,50,110,False
1034DC,45,120,False
1034DD,35,40,False
1034DG,15,40,False
1034DK,25,35,False
1034DL,25,45,False
1034DM,20,20,False
1034DN,35,85,False
1034DR,30,40,False
1034DS,25,35,False
1034DT,65,130,False
1034DV,10,35,True
1034DW,5,35,True
1034EC,30,75,False
1034ED,15,25,False
1034EE,15,25,False
1034EG,15,20,False
1034EH,15,30,False
1034EJ,15,35,False
1034EK,15,25,False
1034EL,15,25,False
1034EM,15,25,False
1034EN,15,25,False
1034EP,15,25,False
1034ER,15,20,False
1034ES,15,30,False
1034ET,15,30,False
1034EV,15,30,False
1034EW,15,25,False
1034EX,15,30,False
1034EZ,35,85,False
1034GA,145,310,False
1034GC,15,20,False
1034GE,15,20,False
1034GG,10,10,True
1034GH,15,15,False
1034GJ,35,35,False
1034HC,45,165,False
1034HD,15,45,False
1034HE,Onbekend,Onbekend,True
1034HG,20,70,False
1034HH,20,75,False
1034HJ,30,65,False
1034HK,20,55,False
1034HL,15,55,False
1034HM,15,55,False
1034HN,10,10,True
1034HP,20,50,False
1034HR,30,80,False
1034HS,15,35,False
1034HT,5,5,True
1034HV,20,30,False
1034HW,20,40,False
1034JA,20,70,False
1034JB,20,60,False
1034JC,20,45,False
1034JD,20,70,False
1034JE,Onbekend,Onbekend,True
1034JG,Onbekend,Onbekend,True
1034JH,20,60,False
1034JJ,25,85,False
1034JK,20,65,False
1034JL,20,80,False
1034JM,25,80,False
1034JN,20,40,False
1034JP,75,220,False
1034JW,20,55,False
1034JX,20,55,False
1034JZ,10,30,True
1034KC,10,20,True
1034KD,Onbekend,Onbekend,True
1034KE,95,200,False
1034KL,10,30,True
1034KM,20,45,False
1034KN,25,60,False
1034KP,15,25,False
1034KR,10,25,True
1034KS,10,30,True
1034KT,15,35,False
1034KV,10,25,True
1034KW,15,35,False
1034KX,15,40,False
1034KZ,25,60,False
1034LA,20,45,False
1034LB,15,45,False
1034LC,15,40,False
1034LD,15,40,False
1034LE,15,40,False
1034LG,15,40,False
1034LH,15,40,False
1034LJ,20,35,False
1034LK,15,30,False
1034LL,15,35,False
1034LM,15,35,False
1034LN,15,25,False
1034LP,15,25,False
1034LR,15,35,False
1034LS,15,30,False
1034LT,15,30,False
1034LV,20,40,False
1034LW,15,40,False
1034LX,25,50,False
1034LZ,15,55,False
1034MA,15,35,False
1034MB,25,50,False
1034MC,15,35,False
1034MD,30,40,False
1034ME,20,35,False
1034MG,15,30,False
1034MH,15,30,False
1034MJ,25,40,False
1034MK,25,45,False
1034ML,25,55,False
1034MN,15,50,False
1034MP,15,40,False
1034MR,25,45,False
1034MS,15,35,False
1034MT,25,50,False
1034MV,25,40,False
1034MX,15,30,False
1034MZ,15,40,False
1034NA,20,45,False
1034NB,15,45,False
1034NC,15,50,False
1034ND,25,70,False
1034NE,15,50,False
1034NG,15,45,False
1034NH,15,35,False
1034NJ,25,50,False
1034NK,25,55,False
1034NL,25,75,False
1034NM,25,65,False
1034NN,15,45,False
1034NP,25,50,False
1034NR,15,50,False
1034NS,15,40,False
1034NT,25,65,False
1034NV,30,80,False
1034NW,Onbekend,Onbekend,True
1034NX,25,60,False
1034NZ,25,50,False
1034PA,15,40,False
1034PB,15,30,False
1034PC,25,45,False
1034PD,15,45,False
1034PE,15,35,False
1034PG,15,35,False
1034PH,25,55,False
1034PJ,15,35,False
1034PK,25,60,False
1034PL,15,45,False
1034PM,25,55,False
1034PN,15,50,False
1034PP,30,75,False
1034PR,15,45,False
1034PS,15,30,False
1034PT,15,35,False
1034PV,10,15,True
1034PW,15,20,False
1034PX,Onbekend,Onbekend,True
1034PZ,Onbekend,Onbekend,True
1034RA,20,60,False
1034RB,25,50,False
1034RC,25,45,False
1034RD,25,45,False
1034RE,25,55,False
1034RG,20,40,False
1034RH,25,55,False
1034RJ,20,40,False
1034RK,35,80,False
1034RL,10,30,True
1034RM,20,45,False
1034RN,10,30,True
1034RP,25,45,False
1034RR,25,45,False
1034RS,20,55,False
1034RT,20,55,False
1034RV,25,55,False
1034RW,20,55,False
1034RX,20,45,False
1034RZ,25,55,False
1034SB,25,50,False
1034SC,20,55,False
1034SE,10,15,True
1034SG,20,25,False
1034SH,15,20,False
1034SJ,15,20,False
1034SK,30,65,False
1034SL,20,40,False
1034SM,15,45,False
1034SN,25,40,False
1034SP,25,60,False
1034SR,15,30,False
1034ST,25,60,False
1034SV,35,65,False
1034SW,20,55,False
1034SX,20,45,False
1034SZ,20,35,False
1034TA,15,50,False
1034TB,20,40,False
1034TC,15,40,False
1034TD,25,40,False
1034TE,20,50,False
1034TG,25,45,False
1034TH,25,40,False
1034TJ,15,35,False
1034TK,15,35,False
1034TL,15,40,False
1034TM,35,65,False
1034TN,20,45,False
1034TP,20,40,False
1034TR,25,40,False
1034TS,15,25,False
1034TT,15,40,False
1034TV,20,45,False
1034VA,20,45,False
1034VB,20,40,False
1034VC,20,50,False
1034VD,15,30,False
1034VG,Onbekend,Onbekend,True
1034VW,10,20,True
1034VX,10,30,True
1034VZ,Onbekend,Onbekend,True
1034WB,160,250,False
1034WC,20,45,False
1034WD,25,60,False
1034WE,Onbekend,15,True
1034WG,10,25,True
1034WH,15,30,False
1034WJ,10,20,True
1034WK,10,25,True
1034WL,30,65,False
1034WN,15,35,False
1034WP,30,65,False
1034WR,65,155,False
1034WS,20,35,False
1034WT,90,175,False
1034WV,10,30,True
1034WX,20,55,False
1034WZ,Onbekend,10,True
1034XC,45,90,False
1034XD,35,85,False
1034XE,40,110,False
1034XG,20,50,False
1034XH,25,65,False
1034XJ,15,30,False
1034XK,15,45,False
1034XL,30,85,False
1034XM,15,30,False
1034XN,15,30,False
1034XP,20,50,False
1034XR,10,20,True
1034XS,20,45,False
1034XT,20,55,False
1034XV,25,65,False
1034XW,20,50,False
1034XX,10,15,True
1034XZ,Onbekend,145,True
1034ZA,20,40,False
1034ZB,20,50,False
1034ZC,15,35,False
1034ZD,Onbekend,30,True
1034ZE,10,30,True
1034ZG,15,30,False
1034ZH,15,40,False
1034ZJ,15,35,False
1034ZK,Onbekend,Onbekend,True
1034ZL,Onbekend,5,True
1034ZM,20,65,False
1034ZP,Onbekend,35,True
1035AA,25,70,False
1035AB,25,55,False
1035AC,20,50,False
1035AD,15,35,False
1035AE,25,65,False
1035AG,25,65,False
1035AH,20,35,False
1035AJ,15,55,False
1035AK,25,60,False
1035AL,25,50,False
1035AM,15,40,False
1035AN,15,30,False
1035AP,25,80,False
1035AR,25,70,False
1035AS,20,40,False
1035AT,15,50,False
1035AV,30,55,False
1035AW,30,45,False
1035AX,20,50,False
1035AZ,20,40,False
1035BA,30,60,False
1035BB,25,55,False
1035BC,20,35,False
1035BD,15,25,False
1035BE,35,70,False
1035BG,25,55,False
1035BH,20,35,False
1035BJ,15,35,False
1035BK,25,35,False
1035BL,25,30,False
1035BM,20,25,False
1035BN,20,25,False
1035BP,25,45,False
1035BR,25,35,False
1035BS,25,65,False
1035BT,30,70,False
1035BV,15,35,False
1035BW,20,50,False
1035BX,5,15,True
1035CA,25,45,False
1035CB,25,60,False
1035CC,15,40,False
1035CD,15,35,False
1035CE,30,65,False
1035CG,25,80,False
1035CH,15,40,False
1035CJ,15,35,False
1035CK,30,55,False
1035CL,35,65,False
1035CM,20,40,False
1035CN,15,35,False
1035CP,30,50,False
1035CR,25,55,False
1035CS,20,35,False
1035CT,20,30,False
1035CV,30,55,False
1035CW,25,50,False
1035CX,15,30,False
1035CZ,20,35,False
1035EA,30,55,False
1035EB,30,60,False
1035EC,20,35,False
1035ED,15,25,False
1035EE,Onbekend,Onbekend,True
1035EG,Onbekend,Onbekend,True
1035EH,Onbekend,Onbekend,True
1035EJ,Onbekend,Onbekend,True
1035EK,15,20,False
1035EL,Onbekend,Onbekend,True
1035EM,15,15,False
1035EP,25,25,False
1035ER,25,25,False
1035ES,25,30,False
1035ET,25,30,False
1035EV,Onbekend,Onbekend,True
1035EW,Onbekend,Onbekend,True
1035EX,15,25,False
1035GE,5,15,True
1035HA,Onbekend,Onbekend,True
1035HC,15,30,False
1035HD,20,55,False
1035HE,15,40,False
1035HG,10,25,True
1035HH,20,40,False
1035HJ,25,50,False
1035HK,25,55,False
1035HL,25,65,False
1035HM,25,65,False
1035HN,15,35,False
1035HP,30,85,False
1035HR,30,75,False
1035HS,25,65,False
1035HT,15,40,False
1035HV,15,30,False
1035HX,35,90,False
1035HZ,30,60,False
1035JA,15,30,False
1035JB,10,25,True
1035JC,30,75,False
1035JD,30,65,False
1035JE,30,65,False
1035JH,Onbekend,15,True
1035JN,25,65,False
1035JP,20,50,False
1035JR,20,55,False
1035JS,25,70,False
1035JT,Onbekend,5,True
1035JV,10,20,True
1035JW,30,75,False
1035JX,30,60,False
1035JZ,25,60,False
1035KA,25,50,False
1035KB,20,55,False
1035KC,20,50,False
1035KD,Onbekend,5,True
1035KE,20,55,False
1035KG,Onbekend,45,True
1035KH,20,65,False
1035KJ,20,55,False
1035KK,20,50,False
1035KL,20,50,False
1035KM,25,55,False
1035KN,20,50,False
1035KP,30,75,False
1035KR,30,65,False
1035KS,25,65,False
1035KV,15,40,False
1035KW,15,30,False
1035KX,25,55,False
1035LA,30,65,False
1035LB,15,45,False
1035LC,15,45,False
1035LD,25,70,False
1035MA,25,60,False
1035MZ,Onbekend,Onbekend,True
1035NB,Onbekend,Onbekend,True
1035NC,15,35,False
1035ND,15,45,False
1035NE,25,65,False
1035NG,10,20,True
1035NH,20,45,False
1035NL,15,30,False
1035NM,Onbekend,Onbekend,True
1035NN,25,55,False
1035NP,15,40,False
1035NR,15,35,False
1035NS,15,35,False
1035NT,25,70,False
1035NV,20,50,False
1035NW,Onbekend,Onbekend,True
1035NX,15,50,False
1035PC,10,20,True
1035PD,20,35,False
1035PE,30,80,False
1035PG,20,40,False
1035PH,15,35,False
1035PJ,15,35,False
1035PK,5,20,True
1035PM,35,80,False
1035PN,15,30,False
1035PP,30,70,False
1035PR,15,35,False
1035PS,20,55,False
1035PT,10,20,True
1035PV,10,25,True
1035PW,30,65,False
1035PX,35,95,False
1035RA,15,30,False
1035RD,10,20,True
1035RE,10,20,True
1035RG,10,25,True
1035RH,15,30,False
1035RJ,15,30,False
1035RL,10,30,True
1035RM,10,25,True
1035RN,Onbekend,Onbekend,True
1035RP,20,45,False
1035RS,Onbekend,Onbekend,True
1035RT,55,195,False
1035RW,Onbekend,Onbekend,True
1035RX,65,220,False
1035SB,10,30,True
1035SC,30,65,False
1035SE,25,65,False
1035SG,20,45,False
1035SH,20,55,False
1035SJ,20,50,False
1035SK,30,85,False
1035SL,20,35,False
1035SM,20,40,False
1035SN,40,85,False
1035SR,25,80,False
1035ST,25,55,False
1035SV,15,40,False
1035SW,15,30,False
1035SX,15,45,False
1035SZ,20,55,False
1035TA,10,20,True
1035TB,Onbekend,Onbekend,True
1035TC,Onbekend,Onbekend,True
1035TD,5,15,True
1035TE,10,25,True
1035TG,20,40,False
1035TH,15,30,False
1035TJ,10,25,True
1035TL,10,25,True
1035TM,10,25,True
1035TN,10,20,True
1035TP,10,20,True
1035TS,15,35,False
1035TT,10,30,True
1035TV,20,55,False
1035TW,25,60,False
1035TX,20,45,False
1035TZ,15,40,False
1035VB,Onbekend,Onbekend,True
1035VC,10,15,True
1035VD,20,55,False
1035VE,5,15,True
1035VG,15,25,False
1035VH,10,20,True
1035VJ,5,20,True
1035VK,15,25,False
1035VL,20,45,False
1035VM,5,10,True
1035VN,15,25,False
1035VR,15,35,False
1035VS,5,15,True
1035VT,10,20,True
1035VV,10,30,True
1035VW,15,30,False
1035VX,15,30,False
1035VZ,10,20,True
1035WB,Onbekend,10,True
1035WC,Onbekend,Onbekend,True
1035WD,Onbekend,15,True
1035WE,15,55,False
1035WG,Onbekend,Onbekend,True
1035WH,10,35,True
1035XA,15,30,False
1035XB,20,45,False
1035XC,25,65,False
1035XD,15,35,False
1035XE,20,30,False
1035XG,15,35,False
1035XH,20,40,False
1035XJ,15,35,False
1035XK,15,35,False
1035XL,5,20,True
1035XM,10,25,True
1035XN,15,30,False
1035XP,15,30,False
1035XR,15,45,False
1035XS,20,40,False
1035XT,5,15,True
1035XV,20,60,False
1035XW,20,45,False
1035XX,15,30,False
1035XZ,15,45,False
1036KC,35,125,False
1036KD,45,120,False
1036KE,45,130,False
1036KG,20,75,False
1036KH,25,70,False
1036KJ,55,165,False
1036KK,55,160,False
1036KL,40,120,False
1036KM,50,140,False
1036KN,20,50,False
1036KP,25,85,False
1036KR,40,135,False
1036KS,15,55,False
1036KT,10,40,True
1036LA,10,25,True
1036LB,30,115,False
1036LC,45,140,False
1036LD,Onbekend,Onbekend,True
1036LE,20,70,False
1036LG,70,140,False
1036LJ,25,90,False
1036LK,15,55,False
1036LL,15,45,False
1036LM,50,200,False
1036LN,25,75,False
1036LP,15,40,False
1036LR,5,15,True
1036LZ,30,70,False
1037RK,Onbekend,5,True
1037RP,20,45,False
1037RR,Onbekend,50,True
1037RS,20,40,False
1041AB,Onbekend,Onbekend,True
1041AC,Onbekend,Onbekend,True
1041AD,Onbekend,Onbekend,True
1041AE,Onbekend,Onbekend,True
1041AG,Onbekend,Onbekend,True
1041AH,Onbekend,Onbekend,True
1041AJ,Onbekend,Onbekend,True
1041AK,Onbekend,Onbekend,True
1041AL,Onbekend,Onbekend,True
1041AM,Onbekend,Onbekend,True
1041AN,Onbekend,Onbekend,True
1041AP,Onbekend,Onbekend,True
1041AR,Onbekend,Onbekend,True
1041AS,Onbekend,Onbekend,True
1041AT,Onbekend,Onbekend,True
1041AV,Onbekend,Onbekend,True
1041AW,Onbekend,Onbekend,True
1041AX,Onbekend,Onbekend,True
1041AZ,Onbekend,Onbekend,True
1041BC,Onbekend,Onbekend,True
1041BD,Onbekend,Onbekend,True
1041BE,Onbekend,5,True
1042AA,Onbekend,Onbekend,True
1042AB,Onbekend,Onbekend,True
1042AC,Onbekend,Onbekend,True
1042AD,Onbekend,Onbekend,True
1042AE,Onbekend,Onbekend,True
1042AG,5,5,True
1042AH,5,15,True
1042AK,Onbekend,Onbekend,True
1042AL,Onbekend,Onbekend,True
1042AN,Onbekend,Onbekend,True
1042AR,Onbekend,Onbekend,True
1042AS,Onbekend,Onbekend,True
1042AT,Onbekend,Onbekend,True
1042AV,Onbekend,Onbekend,True
1042AX,Onbekend,Onbekend,True
1042AZ,Onbekend,Onbekend,True
1042BA,Onbekend,Onbekend,True
1042BB,Onbekend,Onbekend,True
1043AA,Onbekend,Onbekend,True
1043AC,Onbekend,Onbekend,True
1043AD,Onbekend,Onbekend,True
1043AE,Onbekend,Onbekend,True
1043AG,Onbekend,Onbekend,True
1043AH,Onbekend,Onbekend,True
1043AJ,5,10,True
1043AK,Onbekend,Onbekend,True
1043AL,Onbekend,Onbekend,True
1043AM,5,10,True
1043AN,Onbekend,Onbekend,True
1043AP,Onbekend,Onbekend,True
1043AR,Onbekend,Onbekend,True
1043AX,Onbekend,Onbekend,True
1043BA,Onbekend,Onbekend,True
1043BB,Onbekend,Onbekend,True
1043BC,Onbekend,Onbekend,True
1043BD,Onbekend,Onbekend,True
1043BE,Onbekend,Onbekend,True
1043BG,Onbekend,Onbekend,True
1043BH,Onbekend,Onbekend,True
1043BJ,Onbekend,Onbekend,True
1043BK,Onbekend,Onbekend,True
1043BL,Onbekend,Onbekend,True
1043BP,Onbekend,Onbekend,True
1043BS,70,85,False
1043BW,80,110,False
1043BX,185,195,False
1043BZ,Onbekend,Onbekend,True
1043CA,Onbekend,Onbekend,True
1043CB,Onbekend,Onbekend,True
1043CE,Onbekend,Onbekend,True
1043CH,Onbekend,Onbekend,True
1043CM,Onbekend,Onbekend,True
1043CP,Onbekend,195,True
1043CR,Onbekend,Onbekend,True
1043CT,Onbekend,Onbekend,True
1043DD,Onbekend,Onbekend,True
1043DE,Onbekend,Onbekend,True
1043DG,Onbekend,Onbekend,True
1043DH,Onbekend,Onbekend,True
1043DJ,Onbekend,Onbekend,True
1043DK,Onbekend,Onbekend,True
1043DL,Onbekend,Onbekend,True
1043DP,Onbekend,Onbekend,True
1043DR,Onbekend,Onbekend,True
1043DS,Onbekend,Onbekend,True
1043DT,Onbekend,Onbekend,True
1043DV,Onbekend,Onbekend,True
1043DW,Onbekend,Onbekend,True
1043DZ,Onbekend,Onbekend,True
1043EA,Onbekend,Onbekend,True
1043EB,Onbekend,Onbekend,True
1043EC,Onbekend,Onbekend,True
1043EG,Onbekend,Onbekend,True
1043EH,Onbekend,Onbekend,True
1043EJ,Onbekend,Onbekend,True
1043EV,Onbekend,Onbekend,True
1043EW,Onbekend,Onbekend,True
1043EX,Onbekend,Onbekend,True
1043EZ,Onbekend,Onbekend,True
1043GK,Onbekend,Onbekend,True
1043GL,Onbekend,Onbekend,True
1043GM,Onbekend,Onbekend,True
1043GN,Onbekend,Onbekend,True
1043GP,Onbekend,Onbekend,True
1043GR,10,10,True
1043GV,Onbekend,Onbekend,True
1043GW,Onbekend,Onbekend,True
1043HP,Onbekend,Onbekend,True
1043HR,Onbekend,Onbekend,True
1043HS,Onbekend,Onbekend,True
1043NS,Onbekend,Onbekend,True
1043NT,Onbekend,Onbekend,True
1043NV,Onbekend,Onbekend,True
1043NX,Onbekend,Onbekend,True
1043NZ,Onbekend,Onbekend,True
1044AB,Onbekend,Onbekend,True
1044AD,Onbekend,Onbekend,True
1044AE,Onbekend,Onbekend,True
1044AG,Onbekend,Onbekend,True
1044AH,Onbekend,Onbekend,True
1044AJ,Onbekend,Onbekend,True
1044AK,Onbekend,Onbekend,True
1044AL,Onbekend,Onbekend,True
1044AM,Onbekend,Onbekend,True
1044AN,Onbekend,Onbekend,True
1045AA,Onbekend,Onbekend,True
1045AC,Onbekend,Onbekend,True
1045AD,Onbekend,Onbekend,True
1045AE,Onbekend,Onbekend,True
1045AG,Onbekend,Onbekend,True
1045AL,Onbekend,Onbekend,True
1045AM,Onbekend,Onbekend,True
1045AP,Onbekend,Onbekend,True
1045AR,Onbekend,Onbekend,True
1045AS,Onbekend,Onbekend,True
1045AT,Onbekend,Onbekend,True
1045AV,Onbekend,Onbekend,True
1045AX,Onbekend,Onbekend,True
1045AZ,Onbekend,Onbekend,True
1045BA,Onbekend,Onbekend,True
1046AA,Onbekend,Onbekend,True
1046AB,Onbekend,Onbekend,True
1046AC,Onbekend,Onbekend,True
1046AD,Onbekend,Onbekend,True
1046AE,Onbekend,Onbekend,True
1046AG,Onbekend,Onbekend,True
1046AH,Onbekend,Onbekend,True
1046AJ,Onbekend,Onbekend,True
1046AK,Onbekend,5,True
1046AL,40,45,False
1046AM,Onbekend,Onbekend,True
1046AN,Onbekend,Onbekend,True
1046AP,Onbekend,Onbekend,True
1046AR,Onbekend,Onbekend,True
1046AS,Onbekend,Onbekend,True
1046AT,Onbekend,Onbekend,True
1046AV,Onbekend,Onbekend,True
1046AW,Onbekend,Onbekend,True
1046BA,Onbekend,Onbekend,True
1046BB,Onbekend,Onbekend,True
1046BC,Onbekend,Onbekend,True
1046BD,10,10,True
1046BE,Onbekend,Onbekend,True
1046BG,Onbekend,Onbekend,True
1046BH,5,10,True
1046BK,Onbekend,Onbekend,True
1046BL,Onbekend,Onbekend,True
1046BM,Onbekend,Onbekend,True
1046BN,Onbekend,Onbekend,True
1046BP,Onbekend,Onbekend,True
1046BR,Onbekend,Onbekend,True
1046BS,Onbekend,Onbekend,True
1046BV,Onbekend,Onbekend,True
1046BZ,Onbekend,Onbekend,True
1046CA,Onbekend,Onbekend,True
1046CB,Onbekend,Onbekend,True
1046CC,Onbekend,Onbekend,True
1046CG,Onbekend,Onbekend,True
1046CH,Onbekend,Onbekend,True
1046CJ,Onbekend,Onbekend,True
1046CK,Onbekend,Onbekend,True
1046PP,Onbekend,Onbekend,True
1047AC,Onbekend,Onbekend,True
1047AD,Onbekend,Onbekend,True
1047AE,Onbekend,Onbekend,True
1047AG,Onbekend,Onbekend,True
1047AH,Onbekend,Onbekend,True
1047AV,Onbekend,Onbekend,True
1047AW,10,20,True
